,geonameid,name,asciiname,latitude,longitude,feature_code,country_code,population,timezone
190315,8504951,Kalininskiy,Kalininskiy,59.99675,30.3899,PPLX,RU,504641,Europe/Moscow
190316,8504952,Krasnogvargeisky,Krasnogvargeisky,59.97305,30.47607,PPLX,RU,337091,Europe/Moscow
190317,8504953,Admiralteisky,Admiralteisky,59.923,30.3,PPLX,RU,157897,Europe/Moscow
190320,8504958,Akademicheskoe,Akademicheskoe,60.01375,30.39471,PPLX,RU,103304,Europe/Moscow
190322,8504960,Centralniy,Centralniy,59.93111,30.36072,PPLX,RU,214625,Europe/Moscow
190395,201521,Musanze,Musanze,-1.49984,29.63497,PPL,RW,153368,Africa/Kigali
190404,202061,Kigali,Kigali,-1.94995,30.05885,PPLC,RW,1132686,Africa/Kigali
190417,202905,Gisenyi,Gisenyi,-1.70278,29.25639,PPLA2,RW,172357,Africa/Kigali
190444,100425,Yanbu,Yanbu,24.08954,38.0618,PPL,SA,200161,Asia/Riyadh
190457,101628,Tabuk,Tabuk,28.3998,36.57151,PPLA,SA,667000,Asia/Riyadh
190460,101732,Unaizah,Unaizah,26.1,44.0,PPL,SA,183319,Asia/Riyadh
190461,101760,Sulţānah,Sultanah,24.49258,39.58572,PPL,SA,946697,Asia/Riyadh
190465,102527,Sakakah,Sakakah,29.96974,40.20641,PPLA,SA,128332,Asia/Riyadh
190473,103630,Najrān,Najran,17.49326,44.12766,PPLA,SA,505652,Asia/Riyadh
190477,104515,Makkah,Makkah,21.42664,39.82563,PPLA,SA,1578722,Asia/Riyadh
190482,105072,Khamis Mushait,Khamis Mushait,18.3,42.73333,PPL,SA,387553,Asia/Riyadh
190484,105299,Jizan,Jizan,16.88917,42.55111,PPLA,SA,105198,Asia/Riyadh
190485,105343,Jeddah,Jeddah,21.49012,39.18624,PPL,SA,4697000,Asia/Riyadh
190488,106281,Ha'il,Ha'il,27.52188,41.69073,PPLA,SA,605930,Asia/Riyadh
190489,106297,Hafar Al-Batin,Hafar Al-Batin,28.43279,45.97077,PPL,SA,271642,Asia/Riyadh
190494,107304,Buraydah,Buraydah,26.32599,43.97497,PPLA,SA,745353,Asia/Riyadh
190498,107781,Az Zulfī,Az Zulfi,26.29945,44.81542,PPL,SA,125000,Asia/Riyadh
190502,107968,Ta’if,Ta'if,21.27028,40.41583,PPL,SA,688693,Asia/Riyadh
190503,107991,Thuqbah,Thuqbah,26.26022,50.20486,PPLX,SA,248888,Asia/Riyadh
190507,108410,Riyadh,Riyadh,24.68773,46.72185,PPLC,SA,4205961,Asia/Riyadh
190509,108512,Arar,Arar,30.97531,41.03808,PPLA,SA,148540,Asia/Riyadh
190511,108648,Qurayyat,Qurayyat,31.33176,37.34282,PPL,SA,102903,Asia/Riyadh
190523,109101,Al Mubarraz,Al Mubarraz,25.40768,49.59028,PPL,SA,290802,Asia/Riyadh
190528,109223,Madinah,Madinah,24.46861,39.61417,PPLA,SA,1300000,Asia/Riyadh
190530,109323,Khobar,Khobar,26.27944,50.20833,PPL,SA,165799,Asia/Riyadh
190531,109353,Al Kharj,Al Kharj,24.15541,47.33457,PPL,SA,425300,Asia/Riyadh
190535,109435,Al Jubayl,Al Jubayl,27.0174,49.62251,PPL,SA,237274,Asia/Riyadh
190539,109571,Al Hufūf,Al Hufuf,25.36467,49.58764,PPL,SA,293179,Asia/Riyadh
190553,110336,Dammam,Dammam,26.43442,50.10326,PPLA,SA,1252523,Asia/Riyadh
190555,110690,Abha,Abha,18.21639,42.50528,PPLA,SA,210886,Asia/Riyadh
190632,364103,Wad Medani,Wad Medani,14.40118,33.51989,PPLA,SD,332714,Africa/Khartoum
190638,365137,Omdurman,Omdurman,15.64453,32.47773,PPL,SD,1849659,Africa/Khartoum
190645,366847,Singa,Singa,13.1483,33.93117,PPLA,SD,250000,Africa/Khartoum
190648,367644,Sennar,Sennar,13.56907,33.56718,PPL,SD,130122,Africa/Khartoum
190651,368277,Rabak,Rabak,13.18087,32.73999,PPLA,SD,135281,Africa/Khartoum
190652,369004,Nyala,Nyala,12.04888,24.88069,PPLA,SD,565734,Africa/Khartoum
190658,371760,Kosti,Kosti,13.1629,32.66347,PPL,SD,345068,Africa/Khartoum
190663,372753,Kassala,Kassala,15.45099,36.39998,PPLA,SD,401477,Africa/Khartoum
190675,377039,Port Sudan,Port Sudan,19.61745,37.21644,PPLA,SD,489725,Africa/Khartoum
190681,378231,Atbara,Atbara,17.70217,33.98638,PPL,SD,112021,Africa/Khartoum
190688,378699,An Nuhūd,An Nuhud,12.7,28.43333,PPL,SD,108008,Africa/Khartoum
190689,379003,El Obeid,El Obeid,13.18421,30.21669,PPLA,SD,393311,Africa/Khartoum
190691,379062,Al Qadarif,Al Qadarif,14.03493,35.38344,PPLA,SD,363945,Africa/Khartoum
190695,379149,Al Manāqil,Al Manaqil,14.2459,32.9891,PPL,SD,128297,Africa/Khartoum
190697,379251,Khartoum North,Khartoum North,15.64925,32.53458,PPL,SD,1012211,Africa/Khartoum
190698,379252,Khartoum,Khartoum,15.55177,32.53241,PPLC,SD,1974647,Africa/Khartoum
190701,379302,El Geneina Fort,El Geneina Fort,13.47481,22.45744,PPL,SD,134264,Africa/Khartoum
190702,379303,Al-Junaynah,Al-Junaynah,13.45262,22.44725,PPLA,SD,162981,Africa/Khartoum
190707,379555,El Fasher,El Fasher,13.62793,25.34936,PPLA,SD,252609,Africa/Khartoum
190710,380148,El Daein,El Daein,11.46186,26.12583,PPLA,SD,264734,Africa/Khartoum
190712,380173,Ad-Damir,Ad-Damir,17.59898,33.97205,PPLA,SD,103941,Africa/Khartoum
190713,380174,Ad-Damazin,Ad-Damazin,11.7891,34.3592,PPLA,SD,186051,Africa/Khartoum
190723,8504621,Gereida,Gereida,11.27543,25.14026,PPL,SD,120000,Africa/Khartoum
190744,602150,Umeå,Umea,63.82842,20.25972,PPLA,SE,130224,Europe/Stockholm
190878,2664454,Västerås,Vaesteras,59.61617,16.55276,PPLA,SE,127799,Europe/Stockholm
190919,2666199,Uppsala,Uppsala,59.85882,17.63889,PPLA,SE,177074,Europe/Stockholm
191047,2673730,Stockholm,Stockholm,59.32938,18.06871,PPLC,SE,1515017,Europe/Stockholm
191077,2675408,Sollentuna,Sollentuna,59.42804,17.95093,PPLA2,SE,139606,Europe/Stockholm
191084,2676209,Södermalm,Soedermalm,59.31278,18.07577,PPLX,SE,127323,Europe/Stockholm
191270,2686657,Örebro,OErebro,59.27412,15.2066,PPLA,SE,155989,Europe/Stockholm
191377,2692969,Malmö,Malmoe,55.60587,13.00073,PPLA,SE,362133,Europe/Stockholm
191415,2694762,Linköping,Linkoeping,58.41086,15.62157,PPLA,SE,166673,Europe/Stockholm
191539,2702979,Jönköping,Joenkoeping,57.78145,14.15618,PPLA,SE,112766,Europe/Stockholm
191620,2706767,Helsingborg,Helsingborg,56.04673,12.69437,PPLA2,SE,104250,Europe/Stockholm
191701,2711537,Göteborg,Goeteborg,57.70716,11.96679,PPLA,SE,608462,Europe/Stockholm
192065,1880159,Ulu Bedok,Ulu Bedok,1.33333,103.93333,PPL,SG,276990,Asia/Singapore
192067,1880176,Toa Payoh New Town,Toa Payoh New Town,1.33611,103.85,PPLX,SG,120650,Asia/Singapore
192071,1880216,Tampines Estate,Tampines Estate,1.35806,103.94028,PPLX,SG,265340,Asia/Singapore
192075,1880252,Singapore,Singapore,1.28967,103.85007,PPLC,SG,5638700,Asia/Singapore
192077,1880271,Serangoon,Serangoon,1.36278,103.8975,PPLX,SG,116900,Asia/Singapore
192080,1880283,Sembawang Estate,Sembawang Estate,1.45083,103.82861,PPL,SG,110090,Asia/Singapore
192081,1880348,Punggol,Punggol,1.41444,103.90694,PPL,SG,199400,Asia/Singapore
192096,1880574,Kampong Pasir Ris,Kampong Pasir Ris,1.37833,103.93194,PPL,SG,145150,Asia/Singapore
192098,1880594,Kembangan,Kembangan,1.32228,103.91135,PPLX,SG,130252,Asia/Singapore
192100,1880628,Kallang,Kallang,1.33333,103.86667,PPLX,SG,101290,Asia/Singapore
192103,1880668,Geylang,Geylang,1.31953,103.88689,PPLX,SG,110201,Asia/Singapore
192108,1880750,Bukit Merah Estate,Bukit Merah Estate,1.28417,103.82306,PPLX,SG,151250,Asia/Singapore
192115,1881921,Bukit Batok New Town,Bukit Batok New Town,1.35903,103.76368,PPLX,SG,158030,Asia/Singapore
192118,1881948,Hougang New Town,Hougang New Town,1.35667,103.89083,PPLX,SG,227560,Asia/Singapore
192120,1881953,Jurong Town,Jurong Town,1.33417,103.72278,PPL,SG,262730,Asia/Singapore
192121,1881955,Jurong West,Jurong West,1.35028,103.72278,PPL,SG,257470,Asia/Singapore
192125,1882101,Serangoon New Town,Serangoon New Town,1.35083,103.87083,PPLX,SG,116900,Asia/Singapore
192127,1882115,Tampines New Town,Tampines New Town,1.34917,103.94972,PPLX,SG,259900,Asia/Singapore
192129,1882155,Yishun New Town,Yishun New Town,1.43333,103.83111,PPL,SG,221610,Asia/Singapore
192130,1882316,Woodlands,Woodlands,1.43801,103.78877,PPL,SG,255180,Asia/Singapore
192140,1884365,Ang Mo Kio New Town,Ang Mo Kio New Town,1.38028,103.83972,PPL,SG,159340,Asia/Singapore
192141,1884367,Bukit Panjang New Town,Bukit Panjang New Town,1.37972,103.76472,PPL,SG,138050,Asia/Singapore
192142,1884382,Bedok New Town,Bedok New Town,1.32639,103.94167,PPL,SG,276990,Asia/Singapore
192147,1884737,Choa Chu Kang New Town,Choa Chu Kang New Town,1.3825,103.74972,PPL,SG,190890,Asia/Singapore
192155,7289760,Sengkang New Town,Sengkang New Town,1.39167,103.89444,PPL,SG,244600,Asia/Singapore
192484,3196359,Ljubljana,Ljubljana,46.05108,14.50513,PPLC,SI,272220,Europe/Ljubljana
192911,724443,Košice,Kosice,48.71441,21.25802,PPLA,SK,225044,Europe/Bratislava
193182,3058213,Petržalka,Petrzalka,48.12331,17.12866,PPL,SK,112380,Europe/Bratislava
193472,3060972,Bratislava,Bratislava,48.14816,17.10674,PPLC,SK,423737,Europe/Bratislava
193577,2407656,Koidu,Koidu,8.64387,-10.9714,PPL,SL,124662,Africa/Freetown
193578,2407790,Kenema,Kenema,7.87687,-11.19025,PPLA,SL,143137,Africa/Freetown
193593,2409306,Freetown,Freetown,8.48714,-13.2356,PPLC,SL,802639,Africa/Freetown
193604,2410048,Bo,Bo,7.96472,-11.73833,PPLA,SL,174354,Africa/Freetown
193635,2243940,Ziguinchor,Ziguinchor,12.56801,-16.27326,PPLA,SN,214874,Africa/Dakar
193637,2244322,Touba,Touba,14.86229,-15.87532,PPL,SN,1120824,Africa/Dakar
193638,2244386,Tivaouane,Tivaouane,14.95186,-16.8152,PPL,SN,102658,Africa/Dakar
193641,2244616,Tiébo,Tiebo,14.63333,-16.23333,PPL,SN,100289,Africa/Dakar
193644,2244799,Thiès Nones,Thies Nones,14.78333,-16.96667,PPL,SN,252320,Africa/Dakar
193645,2244802,Thiès,Thies,14.78944,-16.92602,PPLA2,SN,317763,Africa/Dakar
193647,2244991,Tambacounda,Tambacounda,13.77073,-13.66734,PPLA,SN,149071,Africa/Dakar
193664,2246452,Saint-Louis,Saint-Louis,16.01793,-16.48962,PPLA,SN,254171,Africa/Dakar
193665,2246512,Rufisque,Rufisque,14.71542,-17.27334,PPL,SN,295459,Africa/Dakar
193674,2246678,Pikine,Pikine,14.76457,-17.39071,PPL,SN,874062,Africa/Dakar
193698,2248477,Mbour,Mbour,14.42196,-16.96375,PPL,SN,284189,Africa/Dakar
193704,2248698,Mbaké,Mbake,14.79032,-15.90803,PPL,SN,101451,Africa/Dakar
193709,2249222,Louga,Louga,15.61867,-16.22436,PPLA,SN,113365,Africa/Dakar
193716,2249782,Kolda,Kolda,12.8939,-14.94125,PPLA,SN,103574,Africa/Dakar
193726,2250805,Kaolack,Kaolack,14.15197,-16.07259,PPLA,SN,298904,Africa/Dakar
193746,2252309,Diourbel,Diourbel,14.64792,-16.24363,PPLA,SN,157554,Africa/Dakar
193758,2253354,Dakar,Dakar,14.6937,-17.44406,PPLC,SN,2646503,Africa/Dakar
193774,2595778,Guédiawaye,Guediawaye,14.77446,-17.40212,PPL,SN,329659,Africa/Dakar
193783,11101625,Rufisque est,Rufisque est,14.7162,-17.27283,PPLX,SN,221066,Africa/Dakar
193797,52407,Ruqi,Ruqi,9.97293,43.4276,PPL,SO,148702,Africa/Mogadishu
193801,53654,Mogadishu,Mogadishu,2.03711,45.34375,PPLC,SO,2587183,Africa/Mogadishu
193802,54225,Marka,Marka,1.71594,44.77166,PPLA,SO,230100,Africa/Mogadishu
193807,55671,Kismayo,Kismayo,-0.35817,42.54536,PPLA,SO,234852,Africa/Mogadishu
193815,57289,Hargeysa,Hargeysa,9.56,44.065,PPLA,SO,477876,Africa/Mogadishu
193823,60149,El Dibir,El Dibir,11.76667,51.21667,PPL,SO,200000,Africa/Mogadishu
193836,63400,Cabudwaaq,Cabudwaaq,6.24585,46.2247,PPL,SO,120000,Africa/Addis_Ababa
193844,64021,Borama,Borama,9.93611,43.18278,PPL,SO,597842,Africa/Mogadishu
193846,64435,Berbera,Berbera,10.43959,45.01432,PPL,SO,242344,Africa/Mogadishu
193848,64536,Baidoa,Baidoa,3.11383,43.6498,PPLA,SO,129839,Africa/Mogadishu
193866,3383330,Paramaribo,Paramaribo,5.86638,-55.16682,PPLC,SR,223757,America/Paramaribo
193888,363619,Yei,Yei,4.09444,30.67639,PPL,SS,260720,Africa/Juba
193890,363807,Winejok,Winejok,9.01222,27.57081,PPL,SS,300000,Africa/Juba
193891,363885,Wau,Wau,7.70111,27.98972,PPLA,SS,127384,Africa/Juba
193899,370737,Malakal,Malakal,9.53342,31.66049,PPLA,SS,160765,Africa/Juba
193905,373303,Juba,Juba,4.85165,31.58247,PPLC,SS,450000,Africa/Juba
193971,3583096,Soyapango,Soyapango,13.71024,-89.13989,PPL,SV,329708,America/El_Salvador
193983,3583334,Santa Ana,Santa Ana,13.98827,-89.55685,PPLA,SV,176661,America/El_Salvador
193985,3583361,San Salvador,San Salvador,13.68935,-89.18718,PPLC,SV,525990,America/El_Salvador
193989,3583446,San Miguel,San Miguel,13.48261,-88.18211,PPLA,SV,247126,America/El_Salvador
194007,3584257,Santa Tecla,Santa Tecla,13.67741,-89.28335,PPLA,SV,124694,America/El_Salvador
194014,3584399,Mejicanos,Mejicanos,13.72397,-89.188,PPL,SV,160317,America/El_Salvador
194055,3587345,Apopa,Apopa,13.80722,-89.17917,PPL,SV,112158,America/El_Salvador
194080,163345,Ţarţūs,Tartus,34.88902,35.88659,PPLA,SY,458327,Asia/Damascus
194216,169389,Idlib,Idlib,35.93062,36.63393,PPLA,SY,128840,Asia/Damascus
194219,169577,Homs,Homs,34.72405,36.72559,PPLA,SY,775404,Asia/Damascus
194228,170017,Ḩamāh,Hamah,35.13179,36.75783,PPLA,SY,460602,Asia/Damascus
194230,170063,Aleppo,Aleppo,36.20124,37.16117,PPLA,SY,2098210,Asia/Damascus
194239,170592,Dūmā,Duma,33.57175,36.4027,PPLA2,SY,111864,Asia/Damascus
194240,170654,Damascus,Damascus,33.5102,36.29128,PPLC,SY,1569394,Asia/Damascus
194245,170794,Deir ez-Zor,Deir ez-Zor,35.33588,40.14084,PPLA,SY,271800,Asia/Damascus
194306,172955,Ar Raqqah,Ar Raqqah,35.95283,39.00788,PPLA,SY,531952,Asia/Damascus
194327,173576,Latakia,Latakia,35.53125,35.79088,PPLA,SY,709000,Asia/Damascus
194335,173811,Al Ḩasakah,Al Hasakah,36.50237,40.74772,PPLA,SY,422445,Asia/Damascus
194346,174018,Al Bāb,Al Bab,36.37051,37.5157,PPLA2,SY,130745,Asia/Damascus
194383,934995,Manzini,Manzini,-26.49884,31.38004,PPLA,SZ,110537,Africa/Mbabane
194417,245785,Abéché,Abeche,13.82916,20.8324,PPLA,TD,139983,Africa/Ndjamena
194421,2425791,Sarh,Sarh,9.14555,18.38331,PPLA,TD,138928,Africa/Ndjamena
194430,2427123,N'Djamena,N'Djamena,12.10672,15.0444,PPLC,TD,1359526,Africa/Ndjamena
194432,2427455,Moundou,Moundou,8.57437,16.07722,PPLA,TD,196124,Africa/Ndjamena
194489,2364104,Sokodé,Sokode,8.98333,1.13333,PPLA,TG,117811,Africa/Lome
194494,2365267,Lomé,Lome,6.12874,1.22154,PPLC,TG,2188376,Africa/Lome
194499,2366152,Kara,Kara,9.55111,1.18611,PPLA,TG,104207,Africa/Lome
194565,1150515,Surat Thani,Surat Thani,9.14011,99.33311,PPLA,TH,132040,Asia/Bangkok
194618,1151933,Nakhon Si Thammarat,Nakhon Si Thammarat,8.43333,99.96667,PPLA,TH,102152,Asia/Bangkok
194644,1152473,Lampang,Lampang,18.29232,99.49277,PPLA,TH,156139,Asia/Bangkok
194674,1153269,Hua Hin,Hua Hin,12.57065,99.95876,PPL,TH,126355,Asia/Bangkok
194687,1153671,Chiang Mai,Chiang Mai,18.79038,98.98468,PPLA,TH,127240,Asia/Bangkok
194730,1157290,Ban I Chang,Ban I Chang,13.71061,99.89617,PPL,TH,119858,Asia/Bangkok
194824,1605239,Udon Thani,Udon Thani,17.41567,102.78589,PPLA,TH,130531,Asia/Bangkok
194825,1605245,Ubon Ratchathani,Ubon Ratchathani,15.23844,104.84866,PPLA,TH,122533,Asia/Bangkok
194831,1605403,Thon Buri,Thon Buri,13.725,100.48511,PPLA2,TH,119708,Asia/Bangkok
194858,1605843,Taling Chan,Taling Chan,13.77698,100.4567,PPLA2,TH,105299,Asia/Bangkok
194882,1606250,Si Racha,Si Racha,13.17372,100.93111,PPLA2,TH,178916,Asia/Bangkok
194886,1606291,Si Maha Phot,Si Maha Phot,13.96597,101.51303,PPLA2,TH,100563,Asia/Bangkok
194913,1606590,Samut Prakan,Samut Prakan,13.5976,100.5972,PPLA,TH,388920,Asia/Bangkok
194934,1607017,Rayong,Rayong,12.68095,101.25798,PPLA,TH,106737,Asia/Bangkok
194967,1607508,Phra Pradaeng,Phra Pradaeng,13.65855,100.53362,PPLA2,TH,196129,Asia/Bangkok
194992,1607782,Phasi Charoen,Phasi Charoen,13.71466,100.43691,PPLA2,TH,122070,Asia/Bangkok
195015,1608048,Pak Kret,Pak Kret,13.91301,100.49883,PPLA2,TH,190272,Asia/Bangkok
195021,1608133,Mueang Nonthaburi,Mueang Nonthaburi,13.86075,100.51477,PPLA,TH,254375,Asia/Bangkok
195036,1608236,Nong Khaem,Nong Khaem,13.70528,100.34923,PPLA2,TH,150218,Asia/Bangkok
195040,1608258,Nong Chok,Nong Chok,13.85585,100.86216,PPLA2,TH,157138,Asia/Bangkok
195066,1608529,Nakhon Ratchasima,Nakhon Ratchasima,14.97066,102.10196,PPLA,TH,126391,Asia/Bangkok
195068,1608534,Nakhon Pathom,Nakhon Pathom,13.8196,100.04427,PPLA,TH,117927,Asia/Bangkok
195111,1609350,Bangkok,Bangkok,13.75398,100.50144,PPLC,TH,5104476,Asia/Bangkok
195131,1609776,Khon Kaen,Khon Kaen,16.44671,102.833,PPLA,TH,114459,Asia/Bangkok
195142,1609899,Khlong Luang,Khlong Luang,14.06467,100.64578,PPLA2,TH,118551,Asia/Bangkok
195170,1610538,Kabin Buri,Kabin Buri,13.95114,101.71769,PPLA2,TH,140056,Asia/Bangkok
195178,1610780,Hat Yai,Hat Yai,7.00836,100.47668,PPLA2,TH,191696,Asia/Bangkok
195182,1610858,Dusit,Dusit,13.7775,100.51977,PPLA2,TH,107655,Asia/Bangkok
195197,1611110,Chon Buri,Chon Buri,13.3622,100.98345,PPLA,TH,219164,Asia/Bangkok
195247,1613549,Ban Samae Dam,Ban Samae Dam,13.58956,100.38734,PPL,TH,125133,Asia/Bangkok
195254,1614295,Pattaya,Pattaya,12.93333,100.88333,PPL,TH,116417,Asia/Bangkok
195292,1618177,Ban Khlong Prawet,Ban Khlong Prawet,13.71904,100.68146,PPL,TH,160671,Asia/Bangkok
195324,1619460,Bangkok Noi,Bangkok Noi,13.76266,100.47798,PPLA2,TH,117793,Asia/Bangkok
195325,1619485,Bang Khun Thian,Bang Khun Thian,13.66302,100.43416,PPLA2,TH,165491,Asia/Bangkok
195329,1619532,Bang Kapi,Bang Kapi,13.7653,100.647,PPLA2,TH,147800,Asia/Bangkok
195372,6694101,Din Daeng,Din Daeng,13.7904,100.57014,PPLA2,TH,130220,Asia/Bangkok
195376,6845329,Bang Sue,Bang Sue,13.81086,100.53064,PPLA2,TH,125440,Asia/Bangkok
195381,6908641,Khlong Toei,Khlong Toei,13.71669,100.57159,PPLA2,TH,109041,Asia/Bangkok
195386,6957690,Lat Krabang,Lat Krabang,13.72341,100.78436,PPLA2,TH,163175,Asia/Bangkok
195387,7026720,Bang Khae,Bang Khae,13.69196,100.40691,PPLA2,TH,193002,Asia/Bangkok
195389,7026776,Bueng Kum,Bueng Kum,13.78528,100.66958,PPLA2,TH,145830,Asia/Bangkok
195390,7026785,Chatuchak,Chatuchak,13.82893,100.55985,PPLA2,TH,160906,Asia/Bangkok
195391,7026787,Chom Thong,Chom Thong,13.67717,100.48407,PPLA2,TH,158005,Asia/Bangkok
195394,7026833,Lak Si,Lak Si,13.88724,100.5792,PPLA2,TH,109770,Asia/Bangkok
195395,7026837,Lat Phrao,Lat Phrao,13.80349,100.60749,PPLA2,TH,122182,Asia/Bangkok
195399,7026886,Sai Mai,Sai Mai,13.92068,100.64552,PPLA2,TH,188123,Asia/Bangkok
195402,7026898,Suan Luang,Suan Luang,13.73028,100.65138,PPLA2,TH,115658,Asia/Bangkok
195404,7026999,Thung Khru,Thung Khru,13.62875,100.50964,PPLA2,TH,116473,Asia/Bangkok
195405,7027001,Wang Thonglang,Wang Thonglang,13.78546,100.61165,PPLA2,TH,114768,Asia/Bangkok
195406,7027003,Watthana,Watthana,13.72978,100.58536,PPLA2,TH,171150,Asia/Bangkok
195541,8355932,Bang Bon,Bang Bon,13.66185,100.39567,PPLA2,TH,105161,Asia/Bangkok
195547,11071484,Latkrabang,Latkrabang,13.72784,100.74609,PPLX,TH,173987,Asia/Bangkok
195560,13494069,Khlong Sam Wa,Khlong Sam Wa,13.87139,100.73719,PPLA2,TH,169489,Asia/Bangkok
195594,1220253,Istaravshan,Istaravshan,39.9142,69.00328,PPLA2,TJ,273500,Asia/Dushanbe
195608,1220747,Bokhtar,Bokhtar,37.83654,68.77762,PPLA,TJ,110800,Asia/Dushanbe
195628,1221194,Kŭlob,Kulob,37.91459,69.78454,PPLA2,TJ,214700,Asia/Dushanbe
195648,1221874,Dushanbe,Dushanbe,38.53575,68.77905,PPLC,TJ,679400,Asia/Dushanbe
195676,1514879,Khujand,Khujand,40.28256,69.62216,PPLA,TJ,191000,Asia/Dushanbe
195679,1514891,Konibodom,Konibodom,40.29414,70.43122,PPLA2,TJ,211100,Asia/Dushanbe
195680,1514896,Isfara,Isfara,40.12649,70.62526,PPLA2,TJ,274000,Asia/Dushanbe
195707,1645457,Dili,Dili,-8.55861,125.57361,PPLC,TL,150000,Asia/Dili
195750,162183,Ashgabat,Ashgabat,37.95,58.38333,PPLC,TM,727700,Asia/Ashgabat
195766,601734,Daşoguz,Dasoguz,41.83625,59.96661,PPLA,TM,166500,Asia/Ashgabat
195780,1218667,Mary,Mary,37.59378,61.83031,PPLA,TM,114680,Asia/Ashgabat
195794,1219649,Türkmenabat,Turkmenabat,39.07328,63.57861,PPLA,TM,234817,Asia/Ashgabat
195836,2464470,Tunis,Tunis,36.81897,10.16579,PPLC,TN,693210,Africa/Tunis
195852,2464915,Sousse,Sousse,35.82539,10.63699,PPLA,TN,221715,Africa/Tunis
195854,2464960,Sukrah,Sukrah,36.87744,10.2468,PPL,TN,129693,Africa/Tunis
195877,2467454,Sfax,Sfax,34.74056,10.76028,PPLA,TN,280566,Africa/Tunis
195902,2468369,Gabès,Gabes,33.88146,10.0982,PPLA,TN,110075,Africa/Tunis
195977,2472706,Bizerte,Bizerte,37.27442,9.87391,PPLA,TN,138430,Africa/Tunis
195991,2473164,Sejoumi,Sejoumi,36.75583,10.11833,PPL,TN,109672,Africa/Tunis
195999,2473247,Aryanah,Aryanah,36.86012,10.19337,PPLA,TN,114486,Africa/Tunis
196008,2473449,Kairouan,Kairouan,35.6781,10.09633,PPLA,TN,139070,Africa/Tunis
196080,11204413,El Mourouj,El Mourouj,36.71364,10.2096,PPL,TN,104538,Africa/Tunis
196339,298033,Viranşehir,Viransehir,37.22349,39.75519,PPLA2,TR,154163,Europe/Istanbul
196345,298117,Van,Van,38.49457,43.38323,PPLA,TR,525016,Europe/Istanbul
196357,298299,Uşak,Usak,38.67351,29.4058,PPLA,TR,369433,Europe/Istanbul
196361,298333,Şanlıurfa,Sanliurfa,37.16708,38.79392,PPLA,TR,449549,Europe/Istanbul
196371,298435,Arsuz,Arsuz,36.41305,35.89033,PPLA2,TR,109550,Europe/Istanbul
196405,298806,Turgutlu,Turgutlu,38.49533,27.6997,PPLA2,TR,103292,Europe/Istanbul
196484,299817,Tarsus,Tarsus,36.91766,34.89277,PPLA2,TR,350732,Europe/Istanbul
196503,300075,Suruç,Suruc,36.97612,38.42533,PPLA2,TR,101178,Europe/Istanbul
196551,300614,Siverek,Siverek,37.75503,39.31667,PPLA2,TR,175341,Europe/Istanbul
196554,300619,Sivas,Sivas,39.74833,37.01611,PPLA,TR,264022,Europe/Istanbul
196573,300797,Silopi,Silopi,37.24379,42.46345,PPLA2,TR,114645,Europe/Istanbul
196576,300822,Siirt,Siirt,37.9293,41.94134,PPLA,TR,114034,Europe/Istanbul
196675,301975,Samandağ,Samandag,36.08012,35.97603,PPLA2,TR,123447,Europe/Istanbul
196680,302043,Salihli,Salihli,38.48258,28.14774,PPLA2,TR,119311,Europe/Istanbul
196781,303195,Osmaniye,Osmaniye,37.07417,36.24778,PPLA,TR,202837,Europe/Istanbul
196840,303873,Nazilli,Nazilli,37.91631,28.32225,PPLA2,TR,119370,Europe/Istanbul
196895,304531,Mersin,Mersin,36.81196,34.63886,PPLA,TR,537842,Europe/Istanbul
196909,304797,Mardin,Mardin,37.31309,40.74357,PPLA,TR,129864,Europe/Istanbul
196911,304827,Manisa,Manisa,38.61202,27.42647,PPLA,TR,243971,Europe/Istanbul
196915,304922,Malatya,Malatya,38.35018,38.31667,PPLA,TR,806156,Europe/Istanbul
196944,305268,Kütahya,Kuetahya,39.42417,29.98333,PPLA,TR,185008,Europe/Istanbul
197018,306571,Konya,Konya,37.87135,32.48464,PPLA,TR,1433861,Europe/Istanbul
197025,306641,Konak,Konak,38.4,27.1,PPL,TR,332277,Europe/Istanbul
197054,307084,Kızıltepe,Kiziltepe,37.18836,40.57723,PPLA2,TR,150174,Europe/Istanbul
197086,307515,Kırşehir,Kirsehir,39.14583,34.16389,PPLA,TR,150700,Europe/Istanbul
197096,307654,Kırıkkale,Kirikkale,39.84528,33.50639,PPLA,TR,186960,Europe/Istanbul
197107,307864,Kilis,Kilis,36.71611,37.115,PPLA,TR,111648,Europe/Istanbul
197145,308464,Kayseri,Kayseri,38.73222,35.48528,PPLA,TR,1434357,Europe/Istanbul
197193,308988,Karşıyaka,Karsiyaka,38.45772,27.1142,PPLA2,TR,339624,Europe/Istanbul
197232,309527,Karaman,Karaman,37.18111,33.215,PPLA,TR,175390,Europe/Istanbul
197241,309647,Ağrı,Agri,39.71467,43.04015,PPLA,TR,124483,Europe/Istanbul
197324,310859,Kahramanmaraş,Kahramanmaras,37.5847,36.92641,PPLA,TR,384953,Europe/Istanbul
197339,311046,İzmir,Izmir,38.41273,27.13838,PPLA,TR,2938292,Europe/Istanbul
197341,311073,Isparta,Isparta,37.76444,30.55222,PPLA,TR,172334,Europe/Istanbul
197345,311111,İskenderun,Iskenderun,36.58718,36.17347,PPLA2,TR,251682,Europe/Istanbul
